"Case 1 (|X|,|Y|<2mm)",Case 2 (X>2mm),Case 3 (X<-2mm)
60503.90583969385,,
60503.90616295929,,
60503.906486005275,,
60503.906809022,,
60503.90713208876,,
60503.907455002685,,
60503.90777814593,,
60503.90810108674,,
60503.90842419505,,
60503.90874733262,,
60503.90907034191,,
60503.90939324785,,
60503.90971636452,,
60503.91003923966,,
60503.91036215028,,
60503.910685211275,,
60503.91100814311,,
60503.91133102031,,
60503.91165411289,,
60503.91197688409,,
60503.912299646574,,
60503.91262245147,,
60503.91294517599,,
60503.91326828793,,
60503.91359113804,,
60503.91391387071,,
60503.914236609555,,
60503.91456254256,,
60503.91488533474,,
60503.91520801563,,
60503.91553097356,,
60503.915853830666,,
60503.9161766891,,
60503.91650002878,,
60503.91682318799,,
60503.91714672972,,
60503.91746980378,,
60503.9177929461,,
60503.918116069464,,
60503.91843925367,,
60503.91876245593,,
60503.91908567342,,
60503.9200687081,,
60503.92039200792,,
60503.92071499671,,
60503.92103811087,,
60503.92136122927,,
60503.92168419174,,
60503.92200736671,,
60503.92233030863,,
60503.92265326498,,
60503.92297623155,,
60503.923299007765,,
60503.92362190489,,
60503.92394480659,,
60503.92426787348,,
60503.92459103409,,
60503.92491393822,,
60503.92523710726,,
60503.92556014923,,
60503.925883063974,,
60503.926205810225,,
60503.92652875485,,
60503.926851555276,,
60503.92717437501,,
60503.92749709609,,
60503.92781996152,,
60503.92814269167,,
60503.928465552504,,
60503.92878834265,,
60503.929111030295,,
60503.9294337741,,
60503.929756746715,,
60503.9300793712,,
60503.93040207982,,
60503.930725154,,
60503.9310484412,,
60503.931371469436,,
60503.93169461739,,
60503.93201777512,,
60503.93234056659,,
60503.932663763095,,
60503.93298683908,,
60503.933309911794,,
60503.933633093395,,
60503.933956131645,,
60503.934279216264,,
60503.934602365436,,
60503.93492543705,,
60503.93524877865,,
60503.93557497976,,
60503.93589799585,,
60503.93622096569,,
60503.93654394825,,
60503.93686713644,,
60503.93719013185,,
60503.93751314409,,
60503.937836098296,,
60503.93815905207,,
60503.93848201141,,
60503.93880493652,,
60503.93912788616,,
60503.939450715945,,
60503.939773565144,,
60503.94009629563,,
60503.94041922508,,
60503.94074199421,,
60503.94106474197,,
60503.941387593084,,
60503.9417102989,,
60503.942033006286,,
60503.94235603732,,
60503.94267905701,,
60503.94300205655,,
60503.943324742075,,
60503.94364742667,,
60503.94397003073,,
60503.94429263775,,
60503.9446153388,,
60503.94493852425,,
60503.9472017466,,
60503.94724550815,,
60503.94725885043,,
60503.947260217945,,
60503.94724539855,,
60503.94682980683,,
60503.94715279681,,
60503.947475747926,,
60503.94779851481,,
60503.948121438516,,
60503.948444332695,,
60503.94876718742,,
60503.94909008604,,
60503.949412892514,,
60503.94973570197,,
60503.950058522285,,
60503.95038162016,,
60503.95070457923,,
60503.95102763707,,
60503.95135066581,,
60503.9516736465,,
60503.95199645619,,
60503.95231913698,,
60503.952641829586,,
60503.952964887394,,
60503.953287571494,,
60503.95361070825,,
60503.95393711084,,
60503.95426017931,,
60503.95458293204,,
60503.95490610963,,
60503.95522924083,,
60503.95555235252,,
60503.95587548852,,
60503.9561987764,,
60503.95652186127,,
60503.9568449955,,
60503.95716807218,,
60503.95749183639,,
60503.957814905996,,
60503.9581378039,,
60503.958461120026,,
60503.958784032235,,
60503.95910702317,,
60503.95943026701,,
60503.95975328317,,
60503.96007629277,,
60503.96039918691,,
60503.96072243799,,
60503.961045441705,,
60503.96136849777,,
60503.961691381395,,
60503.96201449281,,
60503.96233734498,,
60503.96266030816,,
60503.9629831857,,
60503.96330623735,,
60503.963629128964,,
60503.96395220184,,
60503.964275139704,,
60503.96459797675,,
60503.96492082627,,
60503.96524356203,,
60503.965566374885,,
60503.96588912022,,
60503.966212071056,,
60503.966534723186,,
60503.966857422194,,
60503.96718013758,,
60503.96750360917,,
60503.967826386404,,
60503.968149063425,,
60503.96847283775,,
60503.96879597215,,
60503.969119071924,,
60503.96944222653,,
60503.96976543777,,
60503.970088591406,,
60503.97041165791,,
60503.9707348004,,
60503.97105791659,,
60503.97138098961,,
60503.97170422421,,
60503.97202731477,,
60503.97235037818,,
60503.97267345514,,
60503.972996450204,,
60503.97331946102,,
60503.97364254507,,
60503.973965502504,,
60503.97428865776,,
60503.97461200757,,
60503.97493908357,,
60503.975262572414,,
60503.9755856875,,
60503.97590856849,,
60503.976231574816,,
60503.97655447794,,
60503.976877528294,,
60503.977200496905,,
60503.9775235847,,
60503.9778465488,,
60503.97816958447,,
60503.97849234025,,
60503.97881522933,,
60503.97913813612,,
60503.97946086659,,
60503.97978379344,,
60503.98010665554,,
60503.98042938015,,
60503.980752080104,,
60503.98107517873,,
60503.9813978372,,
60503.981720533804,,
60503.982043351454,,
60503.98236609808,,
60503.98268882554,,
60503.9830116019,,
60503.983334760655,,
60503.98365792596,,
60503.98398146908,,
60503.984304789425,,
60503.984627909005,,
60503.984951467544,,
60503.98527470289,,
60503.9855978383,,
60503.98592100276,,
60503.98624396767,,
60503.9865671783,,
60503.98689028117,,
60503.98721333584,,
60503.98753638501,,
60503.987859541376,,
60503.98818285053,,
60503.988506727925,,
60503.98883010301,,
60503.98915332176,,
60503.989476214076,,
60503.9897991395,,
60503.99012214593,,
60503.99044510514,,
60503.990768155374,,
60503.99109118012,,
60503.991414129494,,
60503.991737035394,,
60503.99205988698,,
60503.99238280683,,
60503.99270622615,,
60503.993029045174,,
60503.9933519772,,
60503.99367493994,,
60503.993997792175,,
60503.99432063388,,
60503.99464337388,,
60503.99496617985,,
60503.995288986014,,
60503.99561166759,,
60503.995937742104,,
60503.99626062231,,
60503.99658343205,,
60503.99690639759,,
60503.997229117376,,
60503.997552353656,,
60503.99787563227,,
60503.998198686844,,
60503.99852188819,,
60503.998845362745,,
60503.999168465925,,
60503.99949163656,,
60503.99981498963,,
60504.00013799988,,
60504.00046152645,,
60504.00078457937,,
60504.00110790557,,
60504.00143095265,,
60504.0017540628,,
60504.00207706724,,
60504.00240001938,,
60504.00272304631,,
60504.00304599305,,
60504.00336900615,,
60504.004015250444,,
60504.00433836914,,
60504.00466139656,,
60504.0049844274,,
60504.005307317566,,
60504.00563035018,,
60504.00595325718,,
60504.00627642573,,
60504.00659957433,,
60504.0069230136,,
60504.00724599531,,
60504.00756886246,,
60504.00789167536,,
60504.0082147481,,
60504.00853759326,,
60504.00886035424,,
60504.00918318249,,
60504.009506125985,,
60504.009829065515,,
60504.010151634226,,
60504.01047443711,,
60504.01079712902,,
60504.01112022453,,
60504.011443020696,,
60504.012089670476,,
60504.01435124694,,
60504.01467439212,,
60504.01499772969,,
60504.01532069329,,
60504.01564373268,,
60504.015966717154,,
60504.01628967267,,
60504.01661281794,,
60504.01693949754,,
60504.01726257176,,
60504.017585539674,,
60504.017908629496,,
60504.0182318991,,
60504.01855505488,,
60504.01887813868,,
60504.01920117666,,
60504.01952433055,,
60504.01984725225,,
60504.02017026328,,
60504.02049314967,,
60504.02081604114,,
60504.02113896739,,
60504.0214619397,,
60504.02178481825,,
60504.02210790006,,
60504.02243059677,,
60504.02275342515,,
60504.023076229554,,
60504.02339910985,,
60504.02372192772,,
60504.02404465448,,
60504.02436739428,,
60504.024690108694,,
60504.02501290323,,
60504.02533565668,,
60504.02565839255,,
60504.025981198385,,
60504.02630454813,,
60504.026627751955,,
60504.02695080579,,
60504.02727399286,,
60504.02759705957,,
60504.027920396875,,
60504.028243705114,,
60504.02856683631,,
60504.028889903806,,
60504.02921291221,,
60504.02953598964,,
60504.02985921274,,
60504.03018225863,,
60504.03050525218,,
60504.030828455085,,
60504.03115172132,,
60504.03147480249,,
60504.03179792003,,
60504.03212081472,,
60504.032443809,,
60504.03276676382,,
60504.03308985697,,
60504.03341292216,,
60504.03373582954,,
60504.03405880773,,
60504.03438209243,,
60504.03470508388,,
60504.035027932885,,
60504.03535093566,,
60504.03567393019,,
60504.03599690289,,
60504.03631990215,,
60504.03664273431,,
60504.03696567693,,
60504.0372884309,,
60504.03761128397,,
60504.037937682966,,
60504.03826053059,,
60504.038583440444,,
60504.03890651734,,
60504.039229312606,,
60504.03955199124,,
60504.039874750386,,
60504.04019787123,,
60504.040520673094,,
60504.04084363376,,
60504.04116688954,,
60504.041490052594,,
60504.041813420605,,
60504.04213655529,,
60504.04245987994,,
60504.04278317861,,
60504.04310642993,,
60504.04342966592,,
60504.04375277917,,
60504.04407645446,,
60504.04439968231,,
60504.044722730534,,
60504.045045827006,,
60504.04536905902,,
60504.045692107175,,
60504.04601517557,,
60504.0463381946,,
60504.04666116416,,
60504.04698439994,,
60504.047307406116,,
60504.04763058335,,
60504.047953540074,,
60504.04827661301,,
60504.04859959721,,
60504.04892285163,,
60504.04924585947,,
60504.04956884849,,
60504.04989192578,,
60504.050215051306,,
60504.05053838653,,
60504.050861282696,,
60504.05118446535,,
60504.051507539974,,
60504.05183075165,,
60504.05215368928,,
60504.05247648822,,
60504.05279963662,,
60504.053122389676,,
60504.0534453319,,
60504.053768324135,,
60504.05409121372,,
60504.054414317776,,
60504.05473765338,,
60504.05506083594,,
60504.0553839928,,
60504.05570721462,,
60504.056030473366,,
60504.05635359658,,
60504.05667697039,,
60504.0569999892,,
60504.057323302266,,
60504.057646368834,,
60504.05796942123,,
60504.05829259608,,
60504.058616114606,,
60504.05894323065,,
60504.05926624289,,
60504.05959011478,,
60504.05991310978,,
60504.06023619848,,
60504.06055924691,,
60504.060882210135,,
60504.061205665676,,
60504.06152862141,,
60504.06185159447,,
60504.0621748862,,
60504.062497835184,,
60504.06282090619,,
60504.063143872845,,
60504.06346702828,,
60504.06379022009,,
60504.064113254135,,
60504.064436398665,,
60504.06475955351,,
60504.06508251646,,
60504.06540561252,,
60504.06572870964,,
60504.066051833186,,
60504.066374792754,,
60504.06669768957,,
60504.067020548995,,
60504.06734370236,,
60504.06766650327,,
60504.06798948988,,
60504.068312280855,,
60504.06863519579,,
60504.06928175165,,
60504.06960484345,,
60504.069928177305,,
60504.070251283,,
60504.070574394784,,
60504.07089758815,,
60504.071220717204,,
60504.07154407565,,
60504.07186729906,,
60504.072190362145,,
60504.07251342008,,
60504.072836645864,,
60504.07315985856,,
60504.07348280773,,
60504.07380599135,,
60504.074129025204,,
60504.07445203483,,
60504.07477496609,,
60504.075098128145,,
60504.07542098985,,
60504.0757439137,,
60504.07606712847,,
60504.076390383394,,
60504.07671357834,,
60504.07703652585,,
60504.07735953043,,
60504.07768233413,,
60504.07800541455,,
60504.07832824825,,
60504.07865140499,,
60504.07897424698,,
60504.079297264,,
60504.07962005957,,
60504.07994677067,,
60504.08026979468,,
60504.080592556784,,
60504.08091531452,,
60504.08123806262,,
60504.08156076605,,
60504.08188361728,,
60504.082206651525,,
60504.082529339255,,
60504.08285198176,,
60504.08317512156,,
60504.083498508284,,
60504.0838216075,,
60504.08414462317,,
60504.084467848545,,
60504.084790877285,,
60504.08511392132,,
60504.08543695077,,
60504.08575998881,,
60504.08608321821,,
60504.08640665415,,
60504.086730050476,,
60504.08705302824,,
60504.08737614791,,
60504.08769919692,,
60504.088022328695,,
60504.08834533935,,
60504.08866827686,,
60504.0889913843,,
60504.089314476456,,
60504.08963746914,,
60504.089960667116,,
60504.09028382806,,
60504.0906067742,,
60504.090930022285,,
60504.091253254046,,
60504.09157615875,,
60504.09189941332,,
60504.09222239859,,
60504.092545231644,,
60504.092868094915,,
60504.09319102838,,
60504.09351399723,,
60504.09383696773,,
60504.09415992099,,
60504.09448313186,,
60504.09480594277,,
60504.095128692294,,
60504.095451479494,,
60504.095774488,,
60504.096097652946,,
60504.09642071871,,
60504.09674365629,,
60504.097066693095,,
60504.09738970517,,
60504.09771268017,,
60504.098035997915,,
60504.09835914105,,
60504.09868235459,,
60504.09900553129,,
60504.099328656164,,
60504.09965179772,,
60504.09997502134,,
60504.100298307276,,
60504.10062150225,,
60504.10094831732,,
60504.10127187007,,
60504.10159484034,,
60504.1019178537,,
60504.10224098717,,
60504.10256404135,,
60504.10288705885,,
60504.10321033484,,
60504.10353346881,,
60504.10385669558,,
60504.10417981111,,
60504.10450284704,,
60504.104825744944,,
60504.10514895404,,
60504.1054720895,,
60504.1057950625,,
60504.10611794733,,
60504.10644123939,,
60504.10676408406,,
60504.107087104596,,
60504.10741008277,,
60504.10773299403,,
60504.10805581759,,
60504.10837884963,,
60504.10870177114,,
60504.10902466801,,
60504.10934752953,,
60504.10967039286,,
60504.10999326351,,
60504.110316206934,,
60504.11063902539,,
60504.11096176046,,
60504.11128444803,,
60504.11160721084,,
60504.11193008056,,
60504.112576156105,,
60504.11289952693,,
60504.11322270344,,
60504.113545795066,,
60504.11386936326,,
60504.114192479676,,
60504.11451568573,,
60504.11483881184,,
60504.11516200289,,
60504.11548507751,,
60504.11580820437,,
60504.11613142064,,
60504.116454649455,,
60504.11677771717,,
60504.117100782474,,
60504.11742387544,,
60504.117747041455,,
60504.11807012899,,
60504.11839324052,,
60504.118716505225,,
60504.119039637866,,
60504.11936276987,,
60504.11968592738,,
60504.120009109305,,
60504.1203320034,,
60504.12065498986,,
60504.12097791012,,
60504.12130114148,,
60504.12162417394,,
60504.12195095056,,
60504.12227377382,,
60504.122596699715,,
60504.12291964359,,
60504.12324257336,,
60504.12356552672,,
60504.1238885648,,
60504.124211490576,,
60504.124534504175,,
60504.12485735133,,
60504.12518026215,,
60504.12550314126,,
60504.125825912604,,
60504.12614861839,,
60504.126471458105,,
60504.12679423144,,
60504.12711743037,,
60504.12744062871,,
60504.12776371519,,
60504.128086917066,,
60504.128410061065,,
60504.12873350904,,
60504.1290567684,,
60504.12937983502,,
60504.129702892606,,
60504.13002609757,,
60504.13034922089,,
60504.13067230003,,
60504.13099535721,,
60504.131318683365,,
60504.13164173264,,
60504.13196513514,,
60504.13228826176,,
60504.132611363486,,
60504.13293447504,,
60504.133257728085,,
60504.13358107286,,
60504.133904492104,,
60504.13422761044,,
60504.13455078917,,
60504.13487368533,,
60504.13519668861,,
60504.13551990797,,
60504.13584278442,,
60504.13616591418,,
60504.13648893827,,
60504.13681203953,,
60504.1371350732,,
60504.13745827133,,
60504.13778120938,,
60504.13810409365,,
60504.13842708446,,
60504.13875017715,,
60504.139073342725,,
60504.13939612312,,
60504.139718863895,,
60504.14004195163,,
60504.14036477136,,
60504.140687578314,,
60504.14101063621,,
60504.14133376261,,
60504.14165659776,,
60504.14197994806,,
60504.142303035085,,
60504.14262639386,,
60504.14295350413,,
60504.143276881514,,
60504.14360022296,,
60504.143923578085,,
60504.144246584445,,
60504.144569646625,,
60504.144892902536,,
60504.145215883924,,
60504.14553902813,,
60504.145862074874,,
60504.146185278965,,
60504.14650854828,,
60504.14683170707,,
60504.14715469141,,
60504.147477861865,,
60504.1478010676,,
60504.148123993655,,
60504.14844700535,,
60504.148769985775,,
60504.14909290603,,
60504.14941609987,,
60504.14973912899,,
60504.15006198083,,
60504.15038484178,,
60504.15070777353,,
60504.15103099135,,
60504.15135385509,,
60504.151677025795,,
60504.152004669915,,
60504.15232754228,,
60504.15265049545,,
60504.15297325133,,
60504.15329606385,,
60504.153619001525,,
60504.153941882745,,
60504.15426493966,,
60504.15458773508,,
60504.154910713434,,
60504.15523375311,,
60504.15555672065,,
60504.155879613056,,
60504.156202428254,,
60504.15652550803,,
60504.15684868763,,
60504.15717174602,,
60504.15749472914,,
60504.15781797,,
60504.158141049484,,
60504.158464101434,,
60504.15878713972,,
60504.15911022384,,
60504.15943327261,,
60504.159756453955,,
60504.16007967446,,
60504.16040275889,,
60504.16072574379,,
60504.161049128576,,
60504.16137211685,,
60504.161695240444,,
60504.162018138115,,
60504.16234105055,,
60504.16266429062,,
60504.16298727557,,
60504.163310420205,,
60504.163633485485,,
60504.16396057793,,
60504.164284118975,,
60504.164606990904,,
60504.16492985647,,
60504.165252866165,,
60504.16557604455,,
60504.16589891581,,
60504.16654450777,,
60504.16686726499,,
60504.167190155975,,
60504.16751319431,,
60504.167836294546,,
60504.16815914125,,
60504.16848225873,,
60504.168805158195,,
60504.16912786591,,
60504.16945067366,,
60504.169773582595,,
60504.17009647871,,
60504.170419322196,,
60504.170742025985,,
60504.171064729395,,
60504.17138741601,,
60504.171710735056,,
60504.17203392055,,
60504.172356982905,,
60504.172680148826,,
60504.173003167765,,
60504.173326217555,,
60504.17364936095,,
60504.17397267788,,
60504.17429580464,,
60504.17461885255,,
60504.174942027676,,
60504.17526509218,,
60504.1755884632,,
60504.175911699145,,
60504.1762345416,,
60504.17655775184,,
60504.17688116417,,
60504.17720415763,,
60504.177527228545,,
60504.177850406166,,
60504.17817348271,,
60504.178496609515,,
60504.178819620574,,
60504.17914272037,,
60504.1794659108,,
60504.17978880874,,
60504.18011196729,,
60504.1804351417,,
60504.18075809536,,
60504.181081434916,,
60504.18140436351,,
60504.18172742742,,
60504.18205039618,,
60504.18237326651,,
60504.182696179065,,
60504.18301918111,,
60504.183342081735,,
60504.18366500234,,
60504.18398822007,,
60504.18431098191,,
60504.184633867364,,
60504.18496039428,,
60504.185283366736,,
60504.18560618855,,
60504.1859289195,,
60504.18625170826,,
60504.18657453944,,
60504.186897358384,,
60504.187220142536,,
60504.18754343621,,
60504.18786651724,,
60504.18818958221,,
60504.18851271929,,
60504.18883603984,,
60504.189159082,,
60504.18948242803,,
60504.18980580871,,
60504.19012889184,,
60504.190452095805,,
60504.19077559693,,
60504.19109871117,,
60504.191422023796,,
60504.191745305434,,
60504.1920683864,,
60504.19239144871,,
60504.19271458705,,
60504.193037766665,,
60504.19336106601,,
60504.193684054626,,
60504.194007208534,,
60504.19433031081,,
60504.19465329627,,
60504.19497635093,,
60504.195299239625,,
60504.195622347004,,
60504.195945414656,,
60504.19626839018,,
60504.19659171461,,
60504.19691455919,,
60504.197237480636,,
60504.19756026876,,
60504.1978831647,,
60504.1982063124,,
60504.237212808905,,
60504.23753250197,,
60504.23785231471,,
60504.238491596945,,
60504.23881150806,,
60504.24616280086,,
60504.250321881766,,
60504.282354379335,,
60504.28299473699,,
60504.2833150293,,
60504.28363497385,,
60504.28395498034,,
60504.284274937185,,
60504.28459484098,,
60504.28491502735,,
60504.28523493151,,
60504.285555689035,,
60504.28587593099,,
60504.28619581683,,
60504.28651589932,,
60504.28683562706,,
60504.28715560818,,
60504.28747556898,,
60504.28779565619,,
60504.28811545148,,
60504.28843527527,,
60504.288755007496,,
60504.28907472849,,
60504.289394297586,,
60504.28971402662,,
60504.290033524434,,
60504.29035396439,,
60504.29067758179,,
60504.2909977273,,
60504.291317842726,,
60504.29163777687,,
60504.291957856905,,
60504.29227786121,,
60504.292597931926,,
60504.292917850384,,
60504.2932379368,,
60504.29355800733,,
60504.29387787243,,
60504.29451761796,,
60504.295157045184,,
60504.29547698124,,
60504.29579701614,,
60504.296117150385,,
60504.296437354475,,
60504.29675729585,,
60504.297077298565,,
60504.29739711775,,
60504.297716961344,,
60504.29803676641,,
60504.298356400046,,
60504.29867650459,,
60504.29899633791,,
60504.299316043005,,
60504.29963553006,,
60504.2999551248,,
60504.30027547163,,
60504.30059556478,,
60504.300915535736,,
60504.30123544591,,
60504.30155562311,,
60504.301875622936,,
60504.30219564713,,
60504.30251562871,,
60504.30283580236,,
60504.30315578256,,
60504.30347635255,,
60504.30379654591,,
60504.3041166384,,
60504.304436728446,,
60504.30475684452,,
60504.305076714634,,
60504.30539680883,,
60504.30571683841,,
60504.306036844624,,
60504.30635692488,,
60504.30667673018,,
60504.30699679348,,
60504.30731678259,,
60504.307636770114,,
60504.307956342076,,
60504.30827651142,,
60504.308596342045,,
60504.3089160073,,
60504.30923550074,,
60504.3095555484,,
60504.30987603837,,
60504.31019623228,,
60504.3105163309,,
60504.31115671883,,
60504.311476534,,
60504.31212052335,,
60504.31307842926,,
60504.313398569524,,
60504.31371860884,,
60504.314038462326,,
60504.31435835284,,
60504.31467837593,,
60504.31499833787,,
60504.315318361856,,
60504.31563819865,,
60504.31595806317,,
60504.316277992606,,
60504.31659830689,,
60504.316918038814,,
60504.3172377451,,
60504.31755757255,,
60504.31787745443,,
60504.31819717966,,
60504.31851661095,,
60504.318836141145,,
60504.31915605627,,
60504.319476166944,,
60504.319796176685,,
60504.32011645129,,
60504.32043643507,,
60504.32075682173,,
60504.32107730422,,
60504.32171757311,,
60504.32203754378,,
60504.32235765302,,
60504.322677559554,,
60504.32299760369,,
60504.32331752772,,
60504.323637537644,,
60504.323957395856,,
60504.32427734388,,
60504.324597113795,,
60504.32491696967,,
60504.32523660905,,
60504.32555643791,,
60504.325876590476,,
60504.32619662013,,
60504.32651669544,,
60504.32683629261,,
60504.327155861734,,
60504.327475535276,,
60504.32779571785,,
60504.32811548204,,
60504.328435283795,,
60504.3287555535,,
60504.329075790934,,
60504.329396142224,,
60504.329716536915,,
60504.33003669562,,
60504.330356726874,,
60504.330677549515,,
60504.3309976648,,
60504.33131781372,,
60504.33163806695,,
60504.331958182665,,
60504.3322780439,,
60504.332598236935,,
60504.33292218315,,
60504.333242125125,,
60504.33356199981,,
60504.33388184437,,
60504.334201739126,,
60504.33452161815,,
60504.334841243166,,
60504.33516133754,,
60504.33548111716,,
60504.3358018704,,
60504.33612159037,,
60504.33644152197,,
60504.3367611825,,
60504.33708087752,,
60504.3374006441,,
60504.337720354386,,
60504.338040231065,,
60504.338360150934,,
60504.3386802364,,
60504.339000145286,,
60504.33932026499,,
60504.33964036095,,
60504.33996051582,,
60504.340280498254,,
60504.34060043757,,
60504.34092080415,,
60504.341240933834,,
60504.341561669054,,
60504.34188172914,,
60504.34220184895,,
60504.342521635954,,
60504.34284178101,,
60504.34316175348,,
60504.34348196721,,
60504.34380206597,,
60504.3441218992,,
60504.34444200026,,
60504.344761986016,,
60504.34508207475,,
60504.345402088235,,
60504.345722025115,,
60504.34604173166,,
60504.346443108785,,
60504.3467628535,,
60504.34708273384,,
60504.34740266479,,
60504.3477225885,,
60504.34804239105,,
60504.34836197527,,
60504.34868160763,,
60504.34900120035,,
60504.34932092096,,
60504.34964046701,,
60504.34996061225,,
60504.35028042833,,
60504.350600538964,,
60504.350920588906,,
60504.35124078009,,
60504.351561214535,,
60504.35188131126,,
60504.35220140055,,
60504.35252129669,,
60504.35284141788,,
60504.35316148621,,
60504.35348143788,,
60504.35380551264,,
60504.35412548532,,
60504.35444556689,,
60504.35476535439,,
60504.355085141644,,
60504.35540502249,,
60504.35572480375,,
60504.35604467997,,
60504.35636444375,,
60504.35668448262,,
60504.357004413054,,
60504.35732415613,,
60504.357643970885,,
60504.35796359653,,
60504.358283275185,,
60504.35860283527,,
60504.35892253849,,
60504.35924198663,,
60504.35956186256,,
60504.35988207353,,
60504.36020234319,,
60504.36052282651,,
60504.36084310117,,
