"Case 1 (|X|,|Y|<2mm)",Case 2 (X>2mm),Case 3 (X<-2mm)
60503.240926464605,,
60503.241249607956,,
60503.241572629246,,
60503.24189582699,,
60503.24221903606,,
60503.24254214954,,
60503.2428651032,,
60503.243187953274,,
60503.24351087935,,
60503.24383377994,,
60503.24415675462,,
60503.24447971754,,
60503.24480254283,,
60503.24512891387,,
60503.24545173562,,
60503.24577478979,,
60503.24609752305,,
60503.246420448595,,
60503.24674327775,,
60503.247066163094,,
60503.2473890428,,
60503.24771187507,,
60503.24803464803,,
60503.248357508295,,
60503.248680350844,,
60503.249003541096,,
60503.24932634809,,
60503.24964938726,,
60503.249972182326,,
60503.25029571133,,
60503.25061903065,,
60503.25094264831,,
60503.25126575345,,
60503.25158910619,,
60503.25191215795,,
60503.25223552397,,
60503.25255853582,,
60503.252881682136,,
60503.25320497165,,
60503.25352811612,,
60503.253851270856,,
60503.25417451598,,
60503.254497729766,,
60503.25482091007,,
60503.25514416878,,
60503.255467534786,,
60503.25579433221,,
60503.25611735982,,
60503.256440420286,,
60503.25676349213,,
60503.257086760175,,
60503.257409901315,,
60503.25773310243,,
60503.25805642877,,
60503.258379410254,,
60503.25870244419,,
60503.25902551581,,
60503.25934849559,,
60503.25967155932,,
60503.25999496258,,
60503.260318140936,,
60503.26064114248,,
60503.26096408915,,
60503.26128700079,,
60503.26161019543,,
60503.26193329715,,
60503.26225625325,,
60503.262579196744,,
60503.26290240676,,
60503.26322570101,,
60503.26354884959,,
60503.26387185689,,
60503.26419483037,,
60503.26451773855,,
60503.26484086403,,
60503.265163808726,,
60503.265784386225,,
60503.26610747435,,
60503.26643367434,,
60503.26675672455,,
60503.26707953013,,
60503.26740265073,,
60503.26772546135,,
