energy_keV,PA_bin,PA_center_rad,PA_center_deg,probability_sum,max_phi_bin,max_pixel_id,max_probability
60,90,0.7853981633974483,45.0,1.0,8,131,0.0004705187669577577
80,90,0.7853981633974483,45.0,1.0,8,132,0.00045929611013693087
100,90,0.7853981633974483,45.0,1.0,26,612,0.00045043023977694893
15,91,0.7941248096574199,45.5,1.0,26,609,0.0006500580350307233
20,91,0.7941248096574199,45.5,1.0,26,611,0.0005461336942752844
30,91,0.7941248096574199,45.5,1.0,26,611,0.0005012858754532367
40,91,0.7941248096574199,45.5,1.0,8,131,0.0004882621068356748
50,91,0.7941248096574199,45.5,0.9999999999999998,26,611,0.0004803639627783739
60,91,0.7941248096574199,45.5,1.0,8,131,0.00047374683137688166
80,91,0.7941248096574199,45.5,1.0,8,132,0.0004627719350550403
100,91,0.7941248096574199,45.5,1.0000000000000004,26,612,0.0004538389702598175
15,92,0.8028514559173916,46.0,1.0,26,609,0.0006534239694750745
20,92,0.8028514559173916,46.0,1.0,26,611,0.0005498301467135188
30,92,0.8028514559173916,46.0,1.0,8,131,0.0005046787798207845
40,92,0.8028514559173916,46.0,0.9999999999999998,8,131,0.0004915668611004803
50,92,0.8028514559173916,46.0,1.0,26,611,0.0004836152592284239
60,92,0.8028514559173916,46.0,1.0,8,131,0.00047695334042093126
80,92,0.8028514559173916,46.0,0.9999999999999999,8,132,0.0004662245501792657
100,92,0.8028514559173916,46.0,1.0,26,612,0.00045722493897137564
15,93,0.8115781021773633,46.5,1.0,26,610,0.0006569476530540161
20,93,0.8115781021773633,46.5,1.0,26,611,0.000553500624215349
30,93,0.8115781021773633,46.5,1.0,26,611,0.0005080478422813645
40,93,0.8115781021773633,46.5,1.0,8,131,0.0004948483928882586
50,93,0.8115781021773633,46.5,1.0,26,611,0.00048684370884899744
60,93,0.8115781021773633,46.5,1.0,8,131,0.0004801373173561862
80,93,0.8115781021773633,46.5,1.0000000000000002,8,132,0.000469652903809593
100,93,0.8115781021773633,46.5,1.0,26,612,0.00046058711451274525
15,94,0.8203047484373349,47.0,1.0,26,610,0.0006607412987598633
20,94,0.8203047484373349,47.0,1.0,26,611,0.0005571440087177749
30,94,0.8203047484373349,47.0,1.0,26,611,0.0005113920365859106
40,94,0.8203047484373349,47.0,1.0,8,131,0.0004981057026126301
50,94,0.8203047484373349,47.0,0.9999999999999998,8,131,0.0004900483282230717
60,94,0.8203047484373349,47.0,1.0,26,612,0.00048359391408463285
80,94,0.8203047484373349,47.0,1.0,8,132,0.0004730559516363013
100,94,0.8203047484373349,47.0,1.0,26,612,0.00046392447273269283
15,95,0.8290313946973066,47.5,0.9999999999999998,26,610,0.0006645055785100972
20,95,0.8290313946973066,47.5,0.9999999999999998,26,611,0.0005607591904105752
30,95,0.8290313946973066,47.5,1.0,26,611,0.000514710344060433
40,95,0.8290313946973066,47.5,1.0,8,131,0.0005013377980654998
50,95,0.8290313946973066,47.5,1.0,26,611,0.0004932281411925445
60,95,0.8290313946973066,47.5,1.0,26,612,0.0004870458401960468
80,95,0.8290313946973066,47.5,1.0,8,132,0.00047643265705805715
100,95,0.8290313946973066,47.5,1.0,26,612,0.00046723599703957404
15,96,0.8377580409572782,48.00000000000001,0.9999999999999999,26,610,0.0006682393456686289
20,96,0.8377580409572782,48.00000000000001,1.0,26,611,0.0005643450680743908
30,96,0.8377580409572782,48.00000000000001,1.0000000000000002,26,611,0.0005180017539163323
40,96,0.8377580409572782,48.00000000000001,0.9999999999999999,8,131,0.0005045436947192887
50,96,0.8377580409572782,48.00000000000001,1.0,26,612,0.0004965197147822523
60,96,0.8377580409572782,48.00000000000001,1.0,26,612,0.0004904697855995897
80,96,0.8377580409572782,48.00000000000001,1.0,8,132,0.00047978199149767675
100,96,0.8377580409572782,48.00000000000001,0.9999999999999998,26,612,0.0004705206787110036
15,97,0.8464846872172498,48.5,1.0,26,610,0.0006719414628938201
20,97,0.8464846872172498,48.5,1.0,26,611,0.0005679005494161449
30,97,0.8464846872172498,48.5,1.0,26,611,0.0005212652635582918
40,97,0.8464846872172498,48.5,1.0,8,131,0.0005077224160268117
50,97,0.8464846872172498,48.5,0.9999999999999999,26,612,0.000499956512762392
60,97,0.8464846872172498,48.5,1.0,26,612,0.0004938647073283337
80,97,0.8464846872172498,48.5,1.0,8,132,0.00048310293471543896
100,97,0.8464846872172498,48.5,0.9999999999999998,26,612,0.00047377751720112897
15,98,0.8552113334772214,49.0,0.9999999999999998,26,610,0.0006756108024849005
20,98,0.8552113334772214,49.0,1.0,26,611,0.0005714245514017818
30,98,0.8552113334772214,49.0,1.0,26,611,0.0005244998788896545
40,98,0.8552113334772214,49.0,1.0,8,131,0.0005108729937187676
50,98,0.8552113334772214,49.0,1.0,26,612,0.0005033628821796685
60,98,0.8552113334772214,49.0,0.9999999999999999,26,612,0.0004972295712562322
80,98,0.8552113334772214,49.0,1.0,8,132,0.0004863944751198746
100,98,0.8552113334772214,49.0,1.0,26,612,0.00047700552044539936
15,99,0.8639379797371931,49.5,1.0,26,610,0.0006792462467254793
20,99,0.8639379797371931,49.5,0.9999999999999998,26,611,0.0005749160005861599
30,99,0.8639379797371931,49.5,1.0,26,611,0.0005277046146152581
40,99,0.8639379797371931,49.5,1.0,26,612,0.0005140784771967311
50,99,0.8639379797371931,49.5,1.0,26,612,0.0005067377854209565
60,99,0.8639379797371931,49.5,1.0,26,612,0.0005005633524131408
80,99,0.8639379797371931,49.5,1.0000000000000002,8,132,0.0004896556100758852
100,99,0.8639379797371931,49.5,1.0,26,612,0.00048020370516275236
15,100,0.8726646259971648,50.0,1.0,26,610,0.0006828466882240269
20,100,0.8726646259971648,50.0,1.0,26,611,0.0005783738334400377
30,100,0.8726646259971648,50.0,1.0,26,611,0.0005308784945415463
40,100,0.8726646259971648,50.0,1.0,26,612,0.0005174693049529885
50,100,0.8726646259971648,50.0,1.0,26,612,0.0005100801944580415
60,100,0.8726646259971648,50.0,1.0,26,612,0.0005038650352970198
80,100,0.8726646259971648,50.0,1.0,8,132,0.0004928853462101658
100,100,0.8726646259971648,50.0,1.0,26,612,0.00048337109715513454
15,101,0.8813912722571364,50.5,1.0,26,610,0.0006864110302511847
20,101,0.8813912722571364,50.5,1.0,26,611,0.0005817969966740295
30,101,0.8813912722571364,50.5,1.0,26,611,0.0005340205518739538
40,101,0.8813912722571364,50.5,1.0000000000000002,26,612,0.0005208261349093508
50,101,0.8813912722571364,50.5,1.0,26,612,0.0005133890911607443
60,101,0.8813912722571364,50.5,1.0,26,612,0.0005071336141832792
80,101,0.8813912722571364,50.5,1.0,8,132,0.0004960826997138115
100,101,0.8813912722571364,50.5,1.0,26,612,0.00048650673160426984
15,102,0.8901179185171081,51.0,1.0,26,610,0.0006899381870738378
20,102,0.8901179185171081,51.0,1.0,26,611,0.0005851844475594481
30,102,0.8901179185171081,51.0,0.9999999999999999,26,611,0.0005371298295113802
40,102,0.8901179185171081,51.0,1.0,26,612,0.000524147944542902
50,102,0.8901179185171081,51.0,1.0,26,612,0.0005166634676070849
60,102,0.8901179185171081,51.0,1.0000000000000002,26,612,0.0005103680934311271
80,102,0.8901179185171081,51.0,1.0,8,132,0.0004992466966419672
100,102,0.8901179185171081,51.0,1.0,26,612,0.0004896096533655261
15,103,0.8988445647770797,51.5,0.9999999999999999,26,610,0.0006934270842858613
20,103,0.8988445647770797,51.5,1.0,26,611,0.0005885351542459467
30,103,0.8988445647770797,51.5,1.0,26,611,0.0005402053803377434
40,103,0.8988445647770797,51.5,1.0,26,612,0.0005274337219982453
50,103,0.8988445647770797,51.5,1.0,26,612,0.0005199023263902621
60,103,0.8988445647770797,51.5,1.0,26,612,0.000513567487786847
80,103,0.8988445647770797,51.5,1.0,8,132,0.0005023763732105239
100,103,0.8988445647770797,51.5,0.9999999999999998,26,612,0.000492678917258882
15,104,0.9075712110370514,52.0,1.0,26,610,0.000696876659135362
20,104,0.9075712110370514,52.0,0.9999999999999998,26,611,0.0005918480960757992
30,104,0.9075712110370514,52.0,1.0,26,611,0.0005432462675104681
40,104,0.9075712110370514,52.0,1.0,26,612,0.0005306824663957381
50,104,0.9075712110370514,52.0,1.0,26,612,0.0005231046809225241
60,104,0.9075712110370514,52.0,0.9999999999999999,26,612,0.0005167308226839285
80,104,0.9075712110370514,52.0,1.0,8,132,0.0005054707760896783
100,104,0.9075712110370514,52.0,1.0,26,612,0.0004957135883568115
15,105,0.9162978572970231,52.50000000000001,0.9999999999999999,26,610,0.0007002858608484203
20,105,0.9162978572970231,52.50000000000001,1.0,26,611,0.0005951222638948366
30,105,0.9162978572970231,52.50000000000001,1.0,8,132,0.0005463915535257974
40,105,0.9162978572970231,52.50000000000001,0.9999999999999999,26,612,0.0005338931881363731
50,105,0.9162978572970231,52.50000000000001,1.0,26,612,0.0005262695557356567
60,105,0.9162978572970231,52.50000000000001,1.0,26,612,0.0005198571345399071
80,105,0.9162978572970231,52.50000000000001,1.0,8,132,0.000508528962694337
100,105,0.9162978572970231,52.50000000000001,1.0,26,612,0.0004987127422691021
15,106,0.9250245035569946,53.0,1.0,26,610,0.0007036536509491671
20,106,0.9250245035569946,53.0,1.0,26,611,0.0005983566603598307
30,106,0.9250245035569946,53.0,1.0,8,132,0.0005496375241423163
40,106,0.9250245035569946,53.0,1.0,26,612,0.0005370649092032076
50,106,0.9250245035569946,53.0,1.0,26,612,0.0005293959867781319
60,106,0.9250245035569946,53.0,0.9999999999999998,26,612,0.0005229454710499071
80,106,0.9250245035569946,53.0,1.0,8,132,0.0005115500014712305
100,106,0.9250245035569946,53.0,0.9999999999999998,26,612,0.0005016754654244294
15,107,0.9337511498169663,53.5,1.0,26,610,0.0007069790035761231
20,107,0.9337511498169663,53.5,1.0,26,611,0.0006015503002422861
30,107,0.9337511498169663,53.5,0.9999999999999999,8,132,0.0005528425923305743
40,107,0.9337511498169663,53.5,1.0,26,612,0.0005401966634592721
50,107,0.9337511498169663,53.5,1.0,26,612,0.000532483021708773
60,107,0.9337511498169663,53.5,1.0,26,612,0.0005259948914767062
80,107,0.9337511498169663,53.5,1.0,8,132,0.0005145329721826753
100,107,0.9337511498169663,53.5,1.0,26,612,0.0005046008553486178
15,108,0.9424777960769379,54.0,1.0,26,610,0.0007102609057946627
20,108,0.9424777960769379,54.0,1.0,26,611,0.0006047022107285573
30,108,0.9424777960769379,54.0,1.0,8,132,0.0005560057817957569
40,108,0.9424777960769379,54.0,1.0,26,612,0.0005432874969418805
50,108,0.9424777960769379,54.0,1.0,26,612,0.0005355297201868334
60,108,0.9424777960769379,54.0,1.0,26,612,0.0005290044669373201
80,108,0.9424777960769379,54.0,0.9999999999999998,8,132,0.0005174769661868995
100,108,0.9424777960769379,54.0,1.0,26,612,0.0005074880209395449
15,109,0.9512044423369096,54.5,0.9999999999999999,26,610,0.0007134983579055794
20,109,0.9512044423369096,54.5,0.9999999999999999,26,611,0.0006078114317161759
30,109,0.9512044423369096,54.5,1.0,8,132,0.0005591261289997139
40,109,0.9512044423369096,54.5,1.0,26,612,0.0005463364681532146
50,109,0.9512044423369096,54.5,1.0,26,612,0.0005385351541584408
60,109,0.9512044423369096,54.5,0.9999999999999998,26,612,0.0005319732806859053
80,109,0.9512044423369096,54.5,1.0,8,132,0.0005203810867148062
100,109,0.9512044423369096,54.5,1.0,26,612,0.0005103360827386043
15,110,0.9599310885968813,55.0,0.9999999999999998,26,610,0.0007166903737496002
20,110,0.9599310885968813,55.0,0.9999999999999999,26,611,0.0006108770161062998
30,110,0.9599310885968813,55.0,1.0,8,132,0.0005622026834544592
40,110,0.9599310885968813,55.0,1.0,26,612,0.0005493426483471058
50,110,0.9599310885968813,55.0,1.0,26,612,0.0005414984081393004
60,110,0.9599310885968813,55.0,0.9999999999999999,26,612,0.0005349004283930228
80,110,0.9599310885968813,55.0,1.0,8,132,0.0005232444491431625
100,110,0.9599310885968813,55.0,1.0,26,612,0.0005131441731985771
15,111,0.9686577348568529,55.5,0.9999999999999998,26,610,0.000719835981007777
20,111,0.9686577348568529,55.5,0.9999999999999999,26,611,0.0006138980300922212
30,111,0.9686577348568529,55.5,1.0,8,132,0.0005652345080116943
40,111,0.9686577348568529,55.5,1.0,26,612,0.0005523051218119349
50,111,0.9686577348568529,55.5,1.0,26,612,0.0005444185794935353
60,111,0.9686577348568529,55.5,1.0,26,612,0.000537785018421139
80,111,0.9686577348568529,55.5,0.9999999999999999,8,132,0.0005260661812640376
100,111,0.9686577348568529,55.5,1.0,26,612,0.0005159114369479116
15,112,0.9773843811168246,56.0,0.9999999999999998,26,610,0.0007229342214976573
20,112,0.9773843811168246,56.0,1.0,26,611,0.0006168735534438296
30,112,0.9773843811168246,56.0,0.9999999999999998,8,132,0.0005682206791482988
40,112,0.9773843811168246,56.0,0.9999999999999999,26,612,0.0005552229861496025
50,112,0.9773843811168246,56.0,0.9999999999999999,26,612,0.000547294778708663
60,112,0.9773843811168246,56.0,1.0,26,612,0.0005406261720961853
80,112,0.9773843811168246,56.0,1.0,8,132,0.0005288454235504797
100,112,0.9773843811168246,56.0,1.0,26,612,0.0005186370310512716
15,113,0.9861110273767962,56.5,1.0,26,610,0.0007259841514651774
20,113,0.9861110273767962,56.5,1.0,26,611,0.0006198026797878798
30,113,0.9861110273767962,56.5,1.0,8,132,0.0005711602872476109
40,113,0.9861110273767962,56.5,1.0,26,612,0.000558095352550348
50,113,0.9861110273767962,56.5,1.0,26,612,0.0005501261296665483
60,113,0.9861110273767962,56.5,0.9999999999999998,26,612,0.0005434230239752307
80,113,0.9861110273767962,56.5,0.9999999999999998,8,132,0.0005315813294183719
100,113,0.9861110273767962,56.5,0.9999999999999998,26,612,0.0005213201252662938
15,114,0.9948376736367679,57.00000000000001,1.0,26,610,0.0007289848418721181
20,114,0.9948376736367679,57.00000000000001,1.0,26,611,0.00062268451688412
30,114,0.9948376736367679,57.00000000000001,1.0,8,132,0.0005740524368765255
40,114,0.9948376736367679,57.00000000000001,1.0,26,612,0.0005609213460635579
50,114,0.9948376736367679,57.00000000000001,0.9999999999999998,26,612,0.0005529117699102492
60,114,0.9948376736367679,57.00000000000001,1.0000000000000002,26,612,0.000546174722110094
80,114,0.9948376736367679,57.00000000000001,1.0000000000000004,8,132,0.0005342730654842878
100,114,0.9948376736367679,57.00000000000001,1.0,26,612,0.0005239599022964755
15,115,1.0035643198967394,57.5,1.0,26,611,0.0007322700457323424
20,115,1.0035643198967394,57.5,1.0,26,611,0.0006255181868970552
30,115,1.0035643198967394,57.5,1.0,8,132,0.0005768962470582564
40,115,1.0035643198967394,57.5,0.9999999999999999,26,612,0.0005637001058642339
50,115,1.0035643198967394,57.5,1.0,26,612,0.0005556508509067724
60,115,1.0035643198967394,57.5,1.0,26,612,0.0005488804283068531
80,115,1.0035643198967394,57.5,1.0,8,132,0.000536919811819349
100,115,1.0035643198967394,57.5,1.0,26,612,0.0005265555580401632
15,116,1.0122909661567112,58.00000000000001,0.9999999999999999,26,611,0.0007355299162392936
20,116,1.0122909661567112,58.00000000000001,0.9999999999999999,26,611,0.0006283028266633483
30,116,1.0122909661567112,58.00000000000001,1.0,8,132,0.0005796908515406576
40,116,1.0122909661567112,58.00000000000001,1.0,26,612,0.0005664307855152171
50,116,1.0122909661567112,58.00000000000001,1.0,26,612,0.0005583425383055123
60,116,1.0122909661567112,58.00000000000001,1.0,26,612,0.0005515393183812067
80,116,1.0122909661567112,58.00000000000001,1.0,8,132,0.0005395207621989817
100,116,1.0122909661567112,58.00000000000001,1.0,26,612,0.0005291063018354783
15,117,1.0210176124166828,58.5,0.9999999999999998,26,611,0.0007387313959370602
20,117,1.0210176124166828,58.5,1.0,26,611,0.0006310375879547485
30,117,1.0210176124166828,58.5,0.9999999999999999,8,132,0.0005824353990601357
40,117,1.0210176124166828,58.5,1.0,26,612,0.0005691125532250362
50,117,1.0210176124166828,58.5,1.0,26,612,0.0005609860121924071
60,117,1.0210176124166828,58.5,1.0000000000000002,26,612,0.0005541505824094789
80,117,1.0210176124166828,58.5,1.0000000000000002,8,132,0.0005420751243484897
100,117,1.0210176124166828,58.5,1.0,26,612,0.0005316113567011552
15,118,1.0297442586766545,59.00000000000001,1.0,26,611,0.0007418735096239055
20,118,1.0297442586766545,59.00000000000001,1.0,26,611,0.0006337216377364781
30,118,1.0297442586766545,59.00000000000001,1.0,8,132,0.0005851290536009245
40,118,1.0297442586766545,59.00000000000001,0.9999999999999999,26,612,0.0005717445921012669
50,118,1.0297442586766545,59.00000000000001,0.9999999999999999,26,612,0.0005635804673396999
60,118,1.0297442586766545,59.00000000000001,1.0,26,612,0.0005567134249753529
80,118,1.0297442586766545,59.00000000000001,1.0,8,132,0.0005445821201844293
100,118,1.0297442586766545,59.00000000000001,1.0,26,612,0.0005340699595732073
15,119,1.038470904936626,59.5,1.0,26,611,0.000744955300181575
20,119,1.038470904936626,59.5,1.0,26,611,0.0006363541584209724
30,119,1.038470904936626,59.5,1.0000000000000002,8,132,0.0005877709946497722
40,119,1.038470904936626,59.5,1.0,26,612,0.0005743261003993649
50,119,1.038470904936626,59.5,1.0000000000000002,26,612,0.0005661251134512266
60,119,1.038470904936626,59.5,1.0,26,612,0.0005592270654121541
80,119,1.038470904936626,59.5,1.0000000000000002,8,132,0.0005470409860515875
100,119,1.038470904936626,59.5,1.0,26,612,0.0005364813615373736
15,120,1.0471975511965976,59.99999999999999,1.0,26,611,0.0007479758288668035
20,120,1.0471975511965976,59.99999999999999,0.9999999999999998,26,611,0.0006389343481169239
30,120,1.0471975511965976,59.99999999999999,1.0000000000000002,8,132,0.0005903604174458435
40,120,1.0471975511965976,59.99999999999999,1.0,26,612,0.0005768562917668924
50,120,1.0471975511965976,59.99999999999999,1.0,26,612,0.00056861917540313
60,120,1.0471975511965976,59.99999999999999,0.9999999999999998,26,612,0.0005616907380406609
80,120,1.0471975511965976,59.99999999999999,1.0,8,132,0.0005494509729555961
100,120,1.0471975511965976,59.99999999999999,1.0,26,612,0.0005388448280572699
15,121,1.0559241974565694,60.5,0.9999999999999999,26,611,0.0007509341755972962
20,121,1.0559241974565694,60.5,1.0,26,611,0.0006414614208735611
30,121,1.0559241974565694,60.5,1.0,8,132,0.0005928965332258702
40,121,1.0559241974565694,60.5,0.9999999999999998,26,612,0.0005793343954830524
50,121,1.0559241974565694,60.5,1.0,26,612,0.0005710618934799791
60,121,1.0559241974565694,60.5,1.0,26,612,0.0005641036924023202
80,121,1.0559241974565694,60.5,1.0,8,132,0.0005518113467910973
100,121,1.0559241974565694,60.5,1.0,26,612,0.0005411596391981033
15,122,1.064650843716541,61.0,1.0,26,611,0.0007538294392319841
20,122,1.064650843716541,61.0,0.9999999999999999,26,611,0.0006439346069200273
30,122,1.064650843716541,61.0,1.0,8,132,0.0005953785694644152
40,122,1.064650843716541,61.0,1.0,26,612,0.0005817596566934516
50,122,1.064650843716541,61.0,1.0,26,612,0.0005734525236061906
60,122,1.064650843716541,61.0,1.0,26,612,0.0005664651934878549
80,122,1.064650843716541,61.0,0.9999999999999999,8,132,0.0005541213885653462
100,122,1.064650843716541,61.0,1.0,26,612,0.0005434250898459762
15,123,1.0733774899765127,61.50000000000001,0.9999999999999999,26,611,0.0007566607378455122
20,123,1.0733774899765127,61.50000000000001,1.0,26,611,0.0006463531528999009
30,123,1.0733774899765127,61.50000000000001,1.0,8,132,0.0005978057701091915
40,123,1.0733774899765127,61.50000000000001,1.0000000000000002,26,612,0.0005841313366400291
50,123,1.0733774899765127,61.50000000000001,1.0,26,612,0.0005757903375726643
60,123,1.0733774899765127,61.50000000000001,1.0,26,612,0.0005687745219611677
80,123,1.0733774899765127,61.50000000000001,1.0,8,132,0.0005563803946172433
100,123,1.0733774899765127,61.50000000000001,1.0,26,612,0.0005456404899226703
15,124,1.0821041362364843,62.0,1.0,26,611,0.0007594272089968978
20,124,1.0821041362364843,62.0,1.0,26,611,0.0006487163221006477
30,124,1.0821041362364843,62.0,1.0,8,132,0.0006001773958113745
40,124,1.0821041362364843,62.0,1.0,26,612,0.0005864487128860997
50,124,1.0821041362364843,62.0,1.0000000000000002,26,612,0.0005780746232586194
60,124,1.0821041362364843,62.0,0.9999999999999998,26,612,0.0005710309743784345
80,124,1.0821041362364843,62.0,1.0,8,132,0.0005585876768316718
100,124,1.0821041362364843,62.0,1.0,26,612,0.0005478051645958582
15,125,1.090830782496456,62.50000000000001,1.0,26,611,0.0007621280099922239
20,125,1.090830782496456,62.50000000000001,1.0,26,611,0.0006510233946780413
30,125,1.090830782496456,62.50000000000001,1.0,8,132,0.0006024927241507989
40,125,1.090830782496456,62.50000000000001,1.0,26,612,0.0005887110795364137
50,125,1.090830782496456,62.50000000000001,1.0,26,612,0.0005803046848485119
60,125,1.090830782496456,62.50000000000001,0.9999999999999999,26,612,0.0005732338634023859
80,125,1.090830782496456,62.50000000000001,1.0,8,132,0.0005607425628490893
100,125,1.090830782496456,62.50000000000001,1.0,26,612,0.000549918454484663
15,126,1.0995574287564276,63.0,1.0,26,611,0.0007647623181413366
20,126,1.0995574287564276,63.0,1.0,26,611,0.0006532736678754227
30,126,1.0995574287564276,63.0,0.9999999999999998,8,132,0.0006047510498560141
40,126,1.0995574287564276,63.0,1.0,26,612,0.0005909177474521706
50,126,1.0995574287564276,63.0,1.0,26,612,0.0005824798430439769
60,126,1.0995574287564276,63.0,0.9999999999999999,26,612,0.0005753825180116737
80,126,1.0995574287564276,63.0,1.0,8,132,0.0005628443962703403
100,126,1.0995574287564276,63.0,1.0,26,612,0.0005519797158605037
15,127,1.1082840750163994,63.50000000000001,1.0,26,611,0.0007673293310084708
20,127,1.1082840750163994,63.50000000000001,1.0,26,611,0.0006554664562377799
30,127,1.1082840750163994,63.50000000000001,1.0,8,132,0.0006069516850191347
40,127,1.1082840750163994,63.50000000000001,1.0,26,612,0.0005930680444609419
50,127,1.1082840750163994,63.50000000000001,1.0000000000000002,26,612,0.0005845994352707524
60,127,1.1082840750163994,63.50000000000001,0.9999999999999998,26,612,0.0005774762837053018
80,127,1.1082840750163994,63.50000000000001,1.0,8,132,0.0005648925368566018
100,127,1.1082840750163994,63.50000000000001,1.0,26,612,0.0005539883208432117
15,128,1.117010721276371,64.0,1.0,26,611,0.000769828266656641
20,128,1.117010721276371,64.0,1.0,26,611,0.0006576010918205334
30,128,1.117010721276371,64.0,1.0,8,132,0.0006090939593053797
40,128,1.117010721276371,64.0,1.0,26,612,0.0005951613155614264
50,128,1.117010721276371,64.0,1.0,26,612,0.000586662815880506
60,128,1.117010721276371,64.0,1.0,26,612,0.00057951452270195
80,128,1.117010721276371,64.0,1.0,8,132,0.0005668863607244112
100,128,1.117010721276371,64.0,1.0,26,612,0.0005559436575922556
15,129,1.1257373675363425,64.5,1.0,26,611,0.0007722583638858417
20,129,1.1257373675363425,64.5,0.9999999999999998,26,611,0.0006596769243930125
30,129,1.1257373675363425,64.5,1.0,8,132,0.0006111772201572477
40,129,1.1257373675363425,64.5,0.9999999999999999,26,612,0.0005971969231229726
50,129,1.1257373675363425,64.5,0.9999999999999998,26,612,0.0005886693563475245
60,129,1.1257373675363425,64.5,1.0,26,612,0.0005814966141342801
80,129,1.1257373675363425,64.5,1.0,8,132,0.0005688252605356915
100,129,1.1257373675363425,64.5,0.9999999999999998,26,612,0.0005578451304931203
15,130,1.1344640137963142,65.0,1.0,26,611,0.0007746188824649036
20,130,1.1344640137963142,65.0,1.0,26,611,0.000661693321636504
30,130,1.1344640137963142,65.0,1.0,8,132,0.0006132008329933077
40,130,1.1344640137963142,65.0,1.0,26,612,0.0005991742470797928
50,130,1.1344640137963142,65.0,1.0,26,612,0.0005906184454601492
60,130,1.1344640137963142,65.0,1.0,26,612,0.0005834219542380439
80,130,1.1344640137963142,65.0,1.0,8,132,0.0005707086456827729
100,130,1.1344640137963142,65.0,1.0,26,612,0.000559692160338736
15,131,1.1431906600562858,65.5,0.9999999999999999,26,611,0.0007769091033570108
20,131,1.1431906600562858,65.5,1.0,26,611,0.000663649669336866
30,131,1.1431906600562858,65.5,1.0,8,132,0.0006151641814014856
40,131,1.1431906600562858,65.5,0.9999999999999999,26,612,0.0006010926851198537
50,131,1.1431906600562858,65.5,1.0,26,612,0.0005925094895069534
60,131,1.1431906600562858,65.5,1.0000000000000002,26,612,0.0005852899565359969
80,131,1.1431906600562858,65.5,1.0,8,132,0.0005725359424683052
100,131,1.1431906600562858,65.5,0.9999999999999998,26,612,0.0005614841845059111
15,132,1.1519173063162575,66.0,1.0,26,611,0.0007791283289386958
20,132,1.1519173063162575,66.0,1.0,26,611,0.0006655453715716435
30,132,1.1519173063162575,66.0,1.0,8,132,0.0006170666673268341
40,132,1.1519173063162575,66.0,1.0,26,612,0.0006029516528683561
50,132,1.1519173063162575,66.0,1.0,26,612,0.000594341912457595
60,132,1.1519173063162575,66.0,1.0,26,612,0.0005871000520165414
80,132,1.1519173063162575,66.0,1.0,8,132,0.000574306594279994
100,132,1.1519173063162575,66.0,1.0,26,612,0.0005632206571267362
15,133,1.160643952576229,66.5,1.0,26,611,0.0007812758832123446
20,133,1.160643952576229,66.5,0.9999999999999998,26,611,0.0006673798508915712
30,133,1.160643952576229,66.5,0.9999999999999999,8,132,0.0006189077112537067
40,133,1.160643952576229,66.5,1.0,26,612,0.0006047505840657151
50,133,1.160643952576229,66.5,1.0,26,612,0.0005961151561382943
60,133,1.160643952576229,66.5,1.0,26,612,0.0005888516893070544
80,133,1.160643952576229,66.5,0.9999999999999998,8,132,0.000576020061760138
100,133,1.160643952576229,66.5,1.0000000000000002,26,612,0.0005649010492548213
15,134,1.1693705988362009,67.0,0.9999999999999999,26,611,0.0007833511120121221
20,134,1.1693705988362009,67.0,1.0000000000000002,26,611,0.0006691525484964802
30,134,1.1693705988362009,67.0,1.0,8,132,0.0006206867523822849
40,134,1.1693705988362009,67.0,1.0,26,612,0.0006064889307400549
50,134,1.1693705988362009,67.0,1.0,26,612,0.0005978286804018443
60,134,1.1693705988362009,67.0,1.0,26,612,0.0005905443348418499
80,134,1.1693705988362009,67.0,1.0,8,132,0.0005776758229699503
100,134,1.1693705988362009,67.0,1.0,26,612,0.0005665248490264497
15,135,1.1780972450961724,67.5,1.0,26,611,0.0007853533832032354
20,135,1.1780972450961724,67.5,1.0,26,611,0.0006708629244054979
30,135,1.1780972450961724,67.5,1.0,8,132,0.0006224032487994058
40,135,1.1780972450961724,67.5,1.0,26,612,0.000608166163374142
50,135,1.1780972450961724,67.5,1.0,26,612,0.000599481963292153
60,135,1.1780972450961724,67.5,1.0,26,612,0.0005921774730246944
80,135,1.1780972450961724,67.5,1.0,8,132,0.0005792733735485266
100,135,1.1780972450961724,67.5,0.9999999999999999,26,612,0.000568091561816482
15,136,1.1868238913561442,68.0,1.0,26,611,0.000787282086874471
20,136,1.1868238913561442,68.0,1.0,26,611,0.0006725104576215556
30,136,1.1868238913561442,68.0,1.0,8,132,0.0006240566776436383
40,136,1.1868238913561442,68.0,0.9999999999999998,26,612,0.0006097817710666717
50,136,1.1868238913561442,68.0,1.0,26,612,0.0006010745012032407
60,136,1.1868238913561442,68.0,1.0000000000000004,26,612,0.0005937506063858827
80,136,1.1868238913561442,68.0,1.0,8,132,0.0005808122268664783
100,136,1.1868238913561442,68.0,1.0,26,612,0.0005696007103890288
15,137,1.1955505376161157,68.5,1.0,26,611,0.000789136635524019
20,137,1.1955505376161157,68.5,1.0,26,612,0.0006741043017009354
30,137,1.1955505376161157,68.5,0.9999999999999998,8,132,0.0006256465352645435
40,137,1.1955505376161157,68.5,1.0,26,612,0.0006113352616878875
50,137,1.1955505376161157,68.5,1.0,26,612,0.0006026058090326397
60,137,1.1955505376161157,68.5,1.0,26,612,0.00059526325573376
80,137,1.1955505376161157,68.5,1.0,8,132,0.0005822919141741819
